,house_age,dormitory_type,condition_type
1231,old_house,house,regular
1232,new_house,house,regular
1233,new_house,house,good
1234,old_house,apartment,regular
1235,new_house,apartment,regular
1236,old_house,house,regular
1237,old_house,house,regular
1238,old_house,house,regular
1239,new_house,house,regular
1240,old_house,house,regular
1241,old_house,house,regular
1242,new_house,apartment,regular
1243,old_house,house,bad
1244,old_house,house,regular
1245,new_house,house,regular
1246,old_house,house,regular
1247,old_house,house,regular
1248,old_house,apartment,regular
1249,old_house,house,regular
1250,old_house,house,good
1251,old_house,house,regular
1252,old_house,house,regular
1253,old_house,house,regular
1254,old_house,house,regular
1255,old_house,apartment,regular
1256,old_house,house,regular
1257,new_house,house,regular
1258,old_house,house,regular
1259,old_house,house,regular
1260,old_house,house,regular
1261,old_house,house,regular
1262,old_house,house,regular
1263,old_house,house,good
1264,old_house,house,regular
1265,old_house,house,regular
1266,old_house,house,regular
1267,old_house,house,regular
1268,old_house,house,regular
1269,old_house,house,good
1270,old_house,house,regular
1271,old_house,house,regular
1272,old_house,house,regular
1273,old_house,house,regular
1274,old_house,house,regular
1275,old_house,apartment,regular
1276,old_house,house,regular
1277,old_house,apartment,regular
1278,old_house,house,regular
1279,new_house,house,regular
1280,old_house,house,regular
1281,new_house,house,regular
1282,new_house,house,regular
1283,old_house,house,regular
1284,old_house,apartment,regular
1285,old_house,house,regular
1286,old_house,house,regular
1287,new_house,house,regular
1288,new_house,house,regular
1289,old_house,house,regular
1290,old_house,house,regular
1291,new_house,house,regular
1292,old_house,apartment,regular
1293,old_house,house,regular
1294,old_house,house,regular
1295,new_house,house,regular
1296,old_house,house,good
1297,old_house,apartment,regular
1298,new_house,house,regular
1299,new_house,house,regular
1300,old_house,house,regular
1301,new_house,house,regular
1302,new_house,house,regular
1303,old_house,house,regular
1304,old_house,house,regular
1305,old_house,apartment,regular
1306,new_house,house,regular
1307,old_house,house,regular
1308,new_house,house,regular
1309,old_house,house,regular
1310,old_house,house,regular
1311,old_house,house,regular
1312,old_house,house,regular
1313,old_house,house,regular
1314,new_house,house,regular
1315,new_house,house,regular
1316,new_house,house,regular
1317,old_house,house,regular
1318,new_house,house,regular
1319,old_house,house,regular
1320,new_house,house,regular
1321,new_house,house,regular
1322,old_house,house,regular
1323,old_house,house,regular
1324,old_house,house,regular
1325,new_house,apartment,bad
1326,old_house,house,regular
1327,old_house,apartment,regular
1328,old_house,house,regular
1329,new_house,house,regular
1330,old_house,house,regular
1331,new_house,apartment,regular
1332,old_house,house,good
1333,old_house,house,regular
1334,old_house,apartment,regular
1335,new_house,house,regular
1336,old_house,house,good
1337,old_house,apartment,regular
1338,old_house,house,regular
1339,new_house,house,regular
1340,old_house,house,good
1341,old_house,house,regular
1342,old_house,house,good
1343,old_house,house,regular
1344,new_house,house,regular
1345,old_house,house,regular
1346,old_house,house,regular
1347,new_house,house,regular
1348,new_house,house,regular
1349,old_house,house,regular
1350,old_house,house,regular
1351,old_house,house,regular
1352,old_house,house,regular
1353,old_house,house,regular
1354,old_house,apartment,regular
1355,old_house,house,regular
1356,new_house,house,regular
1357,old_house,house,regular
1358,new_house,house,regular
1359,old_house,house,regular
1360,new_house,house,regular
1361,new_house,house,good
1362,new_house,house,regular
1363,old_house,house,regular
1364,old_house,house,regular
1365,old_house,house,good
1366,old_house,apartment,regular
1367,old_house,house,regular
1368,old_house,house,regular
1369,old_house,house,regular
1370,old_house,apartment,regular
1371,old_house,house,regular
1372,old_house,house,regular
1373,old_house,house,regular
1374,old_house,house,regular
1375,old_house,house,regular
1376,new_house,apartment,good
1377,old_house,house,good
1378,old_house,studio,regular
1379,old_house,house,regular
1380,old_house,house,regular
1381,old_house,house,regular
1382,old_house,house,regular
1383,old_house,house,regular
1384,old_house,house,regular
1385,new_house,house,regular
1386,old_house,house,regular
1387,old_house,house,regular
1388,old_house,house,regular
1389,old_house,studio,good
1390,old_house,house,regular
1391,new_house,apartment,regular
1392,new_house,apartment,regular
1393,old_house,apartment,regular
1394,old_house,house,regular
1395,old_house,house,regular
1396,old_house,house,regular
1397,old_house,house,regular
1398,old_house,house,regular
1399,new_house,apartment,regular
1400,old_house,house,regular
1401,old_house,house,regular
1402,old_house,apartment,good
1403,old_house,house,regular
1404,old_house,house,regular
1405,old_house,house,regular
1406,old_house,house,regular
1407,new_house,house,regular
1408,old_house,house,regular
1409,old_house,apartment,regular
1410,new_house,house,regular
1411,new_house,house,regular
1412,new_house,house,regular
1413,new_house,house,regular
1414,old_house,house,regular
1415,old_house,house,regular
1416,new_house,house,regular
1417,new_house,apartment,regular
1418,new_house,house,regular
1419,new_house,house,regular
1420,new_house,house,regular
1421,new_house,house,regular
1422,old_house,house,regular
1423,old_house,house,regular
1424,old_house,apartment,good
1425,old_house,house,regular
1426,old_house,apartment,regular
1427,new_house,house,regular
1428,new_house,house,regular
1429,old_house,house,regular
1430,new_house,house,regular
1431,old_house,house,good
1432,old_house,apartment,regular
1433,new_house,house,good
1434,old_house,house,regular
1435,old_house,house,regular
1436,old_house,house,regular
1437,old_house,house,good
1438,old_house,house,good
1439,old_house,house,regular
1440,new_house,house,regular
1441,new_house,house,regular
1442,old_house,house,bad
1443,old_house,house,regular
1444,old_house,house,regular
1445,new_house,house,regular
1446,new_house,house,regular
1447,old_house,house,regular
1448,new_house,house,regular
1449,old_house,house,regular
1450,old_house,apartment,regular
1451,new_house,apartment,regular
1452,new_house,house,regular
1453,old_house,house,regular
1454,old_house,house,regular
1455,new_house,house,regular
1456,new_house,house,regular
1457,new_house,studio,regular
1458,old_house,house,regular
1459,old_house,house,regular
1460,new_house,house,regular
1461,old_house,house,regular
1462,new_house,house,regular
1463,old_house,apartment,regular
1464,old_house,house,regular
1465,new_house,house,regular
1466,old_house,house,regular
1467,old_house,house,regular
1468,old_house,house,regular
1469,new_house,house,regular
1470,old_house,house,regular
1471,new_house,house,regular
1472,new_house,house,regular
1473,old_house,house,regular
1474,new_house,house,regular
1475,old_house,house,regular
1476,new_house,house,regular
1477,new_house,house,regular
1478,old_house,house,regular
1479,new_house,house,regular
1480,old_house,house,regular
1481,old_house,house,regular
1482,old_house,house,regular
1483,old_house,house,regular
1484,old_house,house,good
1485,old_house,apartment,regular
1486,old_house,house,regular
1487,old_house,house,regular
1488,new_house,house,regular
1489,new_house,house,regular
1490,old_house,house,regular
1491,old_house,apartment,good
1492,old_house,house,regular
1493,new_house,house,regular
1494,old_house,house,regular
1495,old_house,house,regular
1496,old_house,house,regular
1497,old_house,house,regular
1498,new_house,house,regular
1499,new_house,house,good
1500,new_house,house,regular
1501,old_house,house,regular
1502,old_house,house,regular
1503,new_house,house,regular
1504,old_house,house,regular
1505,new_house,house,regular
1506,new_house,house,regular
1507,old_house,house,regular
1508,old_house,house,regular
1509,old_house,house,regular
1510,old_house,house,regular
1511,new_house,house,regular
1512,new_house,house,regular
1513,new_house,apartment,regular
1514,old_house,house,regular
1515,old_house,house,regular
1516,old_house,house,regular
1517,new_house,house,regular
1518,old_house,house,good
1519,old_house,house,good
1520,old_house,house,regular
1521,old_house,house,regular
1522,old_house,house,regular
1523,new_house,house,regular
1524,old_house,house,regular
1525,old_house,house,regular
1526,old_house,house,regular
1527,old_house,house,regular
1528,old_house,house,regular
1529,new_house,house,regular
1530,old_house,house,regular
1531,old_house,house,good
1532,new_house,house,regular
1533,old_house,apartment,good
1534,new_house,house,regular
1535,new_house,house,regular
1536,new_house,house,regular
1537,new_house,house,regular
1538,old_house,house,regular
1539,old_house,house,regular
1540,new_house,house,good
1541,new_house,house,regular
1542,old_house,apartment,regular
1543,old_house,house,good
1544,old_house,house,regular
1545,new_house,house,regular
1546,old_house,house,regular
1547,old_house,house,good
1548,new_house,apartment,regular
1549,old_house,house,regular
1550,old_house,house,regular
1551,old_house,house,regular
1552,old_house,house,regular
1553,old_house,house,regular
1554,new_house,house,regular
1555,old_house,house,regular
1556,old_house,house,regular
1557,new_house,house,regular
1558,old_house,house,regular
1559,old_house,house,regular
1560,old_house,house,good
1561,new_house,house,regular
1562,new_house,apartment,regular
1563,old_house,house,regular
1564,new_house,house,regular
1565,old_house,house,regular
1566,old_house,house,regular
1567,new_house,house,regular
1568,old_house,house,regular
1569,new_house,house,regular
1570,old_house,house,regular
1571,new_house,house,regular
1572,new_house,house,regular
1573,new_house,house,regular
1574,new_house,house,regular
1575,new_house,house,regular
1576,old_house,house,regular
1577,new_house,house,regular
1578,old_house,house,regular
1579,old_house,house,regular
